time,"P(B1|X1)","P(B1|X2)","P(B2|X2)","P(B1|X3)","P(B2|X3)","P(B1|X4)","P(B2|X4)","P(B1|X5)","P(B2|X5)","P(B5|X9)","P(B1|X9)","P(B1|X6)","P(B1|X7)","P(B2|X7)","P(B1|X8)","P(B2|X8)","P(B2|X9)","P(B3|X9)","P(B4|X9)","P(B6|X9)","P(B1|X10)","P(B2|X10)","P(B1|X11)","P(B2|X11)","P(B1|X12)"
6.160000e-11,1.343932e+01,1.331634e+01,1.353486e+01,1.439758e+01,1.822869e+01,1.886487e+01,1.970558e+01,1.932815e+01,1.987261e+01,1.974068e+01,-9.527682e+00,1.923953e+01,1.956308e+01,1.948443e+01,1.614554e+01,1.360051e+01,1.316314e+01,1.381732e+01,1.071254e+01,7.611417e+00,7.321371e+00,7.060458e+00,7.152041e+00,7.612199e+00,6.762567e+00
6.180000e-11,1.355885e+01,1.333629e+01,1.356854e+01,1.454312e+01,1.868280e+01,1.875037e+01,1.970497e+01,1.946341e+01,1.990662e+01,1.970176e+01,-9.675945e+00,1.915673e+01,1.971193e+01,1.933531e+01,1.655878e+01,1.360568e+01,1.336685e+01,1.389453e+01,1.105579e+01,7.706415e+00,7.350015e+00,7.033130e+00,7.236826e+00,7.509592e+00,6.725857e+00
6.200000e-11,1.370444e+01,1.336309e+01,1.360432e+01,1.471187e+01,1.908034e+01,1.869182e+01,1.968418e+01,1.960222e+01,1.992113e+01,1.968126e+01,-9.799716e+00,1.910198e+01,1.983061e+01,1.917174e+01,1.700444e+01,1.364446e+01,1.356214e+01,1.390232e+01,1.137196e+01,7.817249e+00,7.370785e+00,7.016727e+00,7.309636e+00,7.389779e+00,6.722060e+00
6.220000e-11,1.387559e+01,1.339712e+01,1.364288e+01,1.490721e+01,1.939873e+01,1.869413e+01,1.964739e+01,1.973497e+01,1.991913e+01,1.968778e+01,-9.895068e+00,1.907857e+01,1.991178e+01,1.901471e+01,1.747392e+01,1.372041e+01,1.373886e+01,1.385121e+01,1.164265e+01,7.943436e+00,7.384509e+00,7.012603e+00,7.365426e+00,7.261105e+00,6.746796e+00
6.240000e-11,1.407078e+01,1.343865e+01,1.368514e+01,1.513270e+01,1.962439e+01,1.875598e+01,1.960023e+01,1.985341e+01,1.990438e+01,1.972575e+01,-9.959527e+00,1.908668e+01,1.995168e+01,1.888294e+01,1.795001e+01,1.383523e+01,1.388955e+01,1.375286e+01,1.185176e+01,8.084181e+00,7.392663e+00,7.020927e+00,7.400713e+00,7.132386e+00,6.793869e+00
6.260000e-11,1.428790e+01,1.348782e+01,1.373230e+01,1.539221e+01,1.975325e+01,1.887031e+01,1.954919e+01,1.995112e+01,1.988108e+01,1.979523e+01,-9.992486e+00,1.912359e+01,1.995002e+01,1.879126e+01,1.840842e+01,1.398888e+01,1.400946e+01,1.361950e+01,1.198855e+01,8.238522e+00,7.397208e+00,7.040744e+00,7.413664e+00,7.012274e+00,6.856048e+00
6.280000e-11,1.452484e+01,1.354472e+01,1.378579e+01,1.569000e+01,1.978970e+01,1.902540e+01,1.950096e+01,2.002368e+01,1.985352e+01,1.989235e+01,-9.995378e+00,1.918413e+01,1.990976e+01,1.874941e+01,1.882241e+01,1.418012e+01,1.409629e+01,1.346357e+01,1.204958e+01,8.405525e+00,7.400419e+00,7.070142e+00,7.404091e+00,6.908539e+00,6.925865e+00
6.300000e-11,1.478001e+01,1.360940e+01,1.384731e+01,1.603034e+01,1.974499e+01,1.920641e+01,1.946172e+01,2.006863e+01,1.982576e+01,2.001011e+01,-9.971568e+00,1.926135e+01,1.983673e+01,1.876143e+01,1.916835e+01,1.440713e+01,1.414981e+01,1.329741e+01,1.203935e+01,8.584506e+00,7.404695e+00,7.106500e+00,7.373373e+00,6.827381e+00,6.996320e+00
6.320000e-11,1.505328e+01,1.368197e+01,1.391882e+01,1.641635e+01,1.963572e+01,1.939723e+01,1.943656e+01,2.008539e+01,1.980138e+01,2.013956e+01,-9.925961e+00,1.934730e+01,1.973920e+01,1.882565e+01,1.942981e+01,1.466836e+01,1.417149e+01,1.313274e+01,1.196946e+01,8.775248e+00,7.412387e+00,7.146784e+00,7.324338e+00,6.772902e+00,7.061436e+00
6.340000e-11,1.534654e+01,1.376273e+01,1.400257e+01,1.684767e+01,1.948241e+01,1.958237e+01,1.942890e+01,2.007505e+01,1.978318e+01,2.027104e+01,-9.864418e+00,1.943391e+01,1.962724e+01,1.893519e+01,1.959932e+01,1.496327e+01,1.416422e+01,1.298003e+01,1.185684e+01,8.978201e+00,7.425646e+00,7.187850e+00,7.261066e+00,6.746804e+00,7.116619e+00
6.360000e-11,1.566370e+01,1.385226e+01,1.410113e+01,1.731739e+01,1.930792e+01,1.974843e+01,1.944022e+01,2.004024e+01,1.977302e+01,2.039527e+01,-9.793079e+00,1.951367e+01,1.951190e+01,1.907901e+01,1.967799e+01,1.529291e+01,1.413215e+01,1.284792e+01,1.172131e+01,9.194621e+00,7.446306e+00,7.226735e+00,7.188621e+00,6.748366e+00,7.158824e+00
6.380000e-11,1.601006e+01,1.395159e+01,1.421737e+01,1.780948e+01,1.913551e+01,1.988514e+01,1.946998e+01,1.998490e+01,1.977177e+01,2.050419e+01,-9.717694e+00,1.958031e+01,1.940423e+01,1.924341e+01,1.967424e+01,1.565995e+01,1.408059e+01,1.274275e+01,1.158314e+01,9.426598e+00,7.475823e+00,7.260899e+00,7.112691e+00,6.774680e+00,7.186551e+00
6.400000e-11,1.639074e+01,1.406235e+01,1.435448e+01,1.829898e+01,1.898667e+01,1.998568e+01,1.951577e+01,1.991409e+01,1.977927e+01,2.059153e+01,-9.643041e+00,1.962915e+01,1.931416e+01,1.941374e+01,1.960224e+01,1.606786e+01,1.401594e+01,1.266829e+01,1.146096e+01,9.676913e+00,7.515256e+00,7.288413e+00,7.039154e+00,6.821094e+00,7.199714e+00
6.420000e-11,1.680835e+01,1.418688e+01,1.451596e+01,1.875608e+01,1.887897e+01,2.004670e+01,1.957363e+01,1.983367e+01,1.979444e+01,2.065300e+01,-9.572476e+00,1.965740e+01,1.924960e+01,1.957602e+01,1.948043e+01,1.651872e+01,1.394560e+01,1.262584e+01,1.137030e+01,9.948638e+00,7.565307e+00,7.308090e+00,6.973590e+00,6.881802e+00,7.199423e+00
6.440000e-11,1.725982e+01,1.432844e+01,1.470576e+01,1.915231e+01,1.882451e+01,2.006801e+01,1.963855e+01,1.974999e+01,1.981550e+01,2.068643e+01,-9.507618e+00,1.966415e+01,1.921565e+01,1.971832e+01,1.932996e+01,1.700976e+01,1.387765e+01,1.261443e+01,1.132276e+01,1.024438e+01,7.626410e+00,7.319538e+00,6.920811e+00,6.950490e+00,7.187714e+00
6.460000e-11,1.773375e+01,1.449132e+01,1.492843e+01,1.946594e+01,1.882892e+01,2.005213e+01,1.970503e+01,1.966942e+01,1.984014e+01,2.069162e+01,-9.448185e+00,1.965031e+01,1.921421e+01,1.983161e+01,1.917294e+01,1.752941e+01,1.382049e+01,1.263127e+01,1.132573e+01,1.056514e+01,7.698841e+00,7.323172e+00,6.884450e+00,7.020953e+00,7.167253e+00
6.480000e-11,1.820991e+01,1.468100e+01,1.518945e+01,1.968478e+01,1.889122e+01,2.000391e+01,1.976758e+01,1.959785e+01,1.986584e+01,2.067020e+01,-9.391949e+00,1.961846e+01,1.924397e+01,1.991012e+01,1.903044e+01,1.805542e+01,1.378219e+01,1.267227e+01,1.138231e+01,1.090886e+01,7.782849e+00,7.320157e+00,6.866673e+00,7.087619e+00,7.141049e+00
6.500000e-11,1.866221e+01,1.490440e+01,1.549552e+01,1.980630e+01,1.900430e+01,1.993007e+01,1.982123e+01,1.954021e+01,1.989009e+01,2.062540e+01,-9.334818e+00,1.957250e+01,1.930074e+01,1.995138e+01,1.892048e+01,1.855735e+01,1.376981e+01,1.273257e+01,1.149127e+01,1.126912e+01,7.878771e+00,7.312314e+00,6.868049e+00,7.145934e+00,7.112175e+00
6.520000e-11,1.906415e+01,1.517014e+01,1.585448e+01,1.983631e+01,1.915618e+01,1.983872e+01,1.986190e+01,1.950011e+01,1.991060e+01,2.056178e+01,-9.271022e+00,1.951731e+01,1.937804e+01,1.995596e+01,1.885632e+01,1.900286e+01,1.378873e+01,1.280707e+01,1.164713e+01,1.163458e+01,7.987133e+00,7.301970e+00,6.887586e+00,7.192586e+00,7.083513e+00
6.540000e-11,1.939411e+01,1.548876e+01,1.627429e+01,1.978729e+01,1.933166e+01,1.973876e+01,1.988664e+01,1.947950e+01,1.992555e+01,2.048482e+01,-9.193404e+00,1.945831e+01,1.946796e+01,1.992714e+01,1.884533e+01,1.936459e+01,1.384214e+01,1.289085e+01,1.184032e+01,1.198989e+01,8.108716e+00,7.291792e+00,6.922922e+00,7.225592e+00,7.057550e+00
6.560000e-11,1.963863e+01,1.587256e+01,1.676039e+01,1.967683e+01,1.951439e+01,1.963926e+01,1.989382e+01,1.947860e+01,1.993362e+01,2.040047e+01,-9.093817e+00,1.940097e+01,1.956204e+01,1.987045e+01,1.888860e+01,1.962453e+01,1.393086e+01,1.297954e+01,1.205784e+01,1.231787e+01,8.244605e+00,7.284585e+00,6.970636e+00,7.244253e+00,7.036223e+00
6.580000e-11,1.979322e+01,1.633418e+01,1.731090e+01,1.952614e+01,1.968872e+01,1.954869e+01,1.988320e+01,1.949594e+01,1.993415e+01,2.031461e+01,-8.963624e+00,1.935030e+01,1.965211e+01,1.979322e+01,1.898116e+01,1.977520e+01,1.405355e+01,1.306952e+01,1.228445e+01,1.260245e+01,8.396242e+00,7.283098e+00,7.026646e+00,7.249030e+00,7.020821e+00
6.600000e-11,1.986146e+01,1.688244e+01,1.791165e+01,1.935848e+01,1.984125e+01,1.947417e+01,1.985588e+01,1.952865e+01,1.992706e+01,2.023237e+01,-8.794348e+00,1.931048e+01,1.973098e+01,1.970398e+01,1.911295e+01,1.981861e+01,1.420716e+01,1.315807e+01,1.250450e+01,1.283116e+01,8.565493e+00,7.289843e+00,7.086618e+00,7.241360e+00,7.011958e+00
6.620000e-11,1.985349e+01,1.751519e+01,1.853504e+01,1.919717e+01,1.996182e+01,1.942092e+01,1.981425e+01,1.957276e+01,1.991290e+01,2.015758e+01,-8.578558e+00,1.928443e+01,1.979297e+01,1.961176e+01,1.927027e+01,1.976453e+01,1.438772e+01,1.324332e+01,1.270390e+01,1.299660e+01,8.754745e+00,7.306943e+00,7.146369e+00,7.223432e+00,7.009600e+00
6.640000e-11,1.978441e+01,1.821220e+01,1.914579e+01,1.906339e+01,2.004385e+01,1.939184e+01,1.976178e+01,1.962362e+01,1.989267e+01,2.009225e+01,-8.311143e+00,1.927369e+01,1.983420e+01,1.952532e+01,1.943763e+01,1.962892e+01,1.459115e+01,1.332417e+01,1.287183e+01,1.309680e+01,8.967007e+00,7.336048e+00,7.202191e+00,7.197953e+00,7.013149e+00
6.660000e-11,1.967273e+01,1.893592e+01,1.971085e+01,1.897412e+01,2.008440e+01,1.938738e+01,1.970277e+01,1.967642e+01,1.986777e+01,2.003630e+01,-7.991084e+00,1.927828e+01,1.985270e+01,1.945239e+01,1.959955e+01,1.943256e+01,1.481398e+01,1.340021e+01,1.300195e+01,1.313478e+01,9.205981e+00,7.378307e+00,7.251103e+00,7.167898e+00,7.021569e+00
6.680000e-11,1.953874e+01,1.964249e+01,2.020744e+01,1.894068e+01,2.008387e+01,1.940567e+01,1.964201e+01,1.972655e+01,1.983977e+01,1.998757e+01,-7.623538e+00,1.929684e+01,1.984841e+01,1.939891e+01,1.974218e+01,1.919956e+01,1.505399e+01,1.347156e+01,1.309261e+01,1.311774e+01,9.475983e+00,7.434419e+00,7.291003e+00,7.136273e+00,7.033530e+00
6.700000e-11,1.940280e+01,2.029589e+01,2.062591e+01,1.896788e+01,2.004571e+01,1.944293e+01,1.958436e+01,1.976996e+01,1.981032e+01,1.994220e+01,-7.221438e+00,1.932683e+01,1.982302e+01,1.936860e+01,1.985445e+01,1.895540e+01,1.531050e+01,1.353876e+01,1.314654e+01,1.305618e+01,9.781536e+00,7.504749e+00,7.320741e+00,7.105892e+00,7.047563e+00
6.720000e-11,1.928360e+01,2.087615e+01,2.096801e+01,1.905413e+01,1.997602e+01,1.949396e+01,1.953435e+01,1.980345e+01,1.978093e+01,1.989526e+01,-6.805346e+00,1.936485e+01,1.977978e+01,1.936266e+01,1.992860e+01,1.872458e+01,1.558446e+01,1.360271e+01,1.316986e+01,1.296294e+01,1.012639e+01,7.589494e+00,7.340110e+00,7.079187e+00,7.062212e+00
6.740000e-11,1.919660e+01,2.137941e+01,2.124314e+01,1.919214e+01,1.988305e+01,1.955285e+01,1.949573e+01,1.982479e+01,1.975282e+01,1.984170e+01,-6.400776e+00,1.940699e+01,1.972318e+01,1.937981e+01,1.996052e+01,1.852827e+01,1.587810e+01,1.366458e+01,1.317077e+01,1.285226e+01,1.051175e+01,7.688882e+00,7.349788e+00,7.058056e+00,7.076155e+00
6.760000e-11,1.915286e+01,2.181307e+01,2.146459e+01,1.937037e+01,1.977665e+01,1.961355e+01,1.947119e+01,1.983284e+01,1.972686e+01,1.977728e+01,-6.033713e+00,1.944926e+01,1.965860e+01,1.941663e+01,1.994958e+01,1.838272e+01,1.619431e+01,1.372586e+01,1.315817e+01,1.273874e+01,1.093379e+01,7.803357e+00,7.351232e+00,7.043770e+00,7.088306e+00
6.780000e-11,1.915846e+01,2.218996e+01,2.164692e+01,1.957493e+01,1.966752e+01,1.967051e+01,1.946208e+01,1.982751e+01,1.970344e+01,1.969948e+01,-5.726160e+00,1.948793e+01,1.959182e+01,1.946800e+01,1.989856e+01,1.829839e+01,1.653537e+01,1.378827e+01,1.314036e+01,1.263621e+01,1.138134e+01,7.933729e+00,7.346545e+00,7.036939e+00,7.097877e+00
6.800000e-11,1.921450e+01,2.252389e+01,2.180434e+01,1.979159e+01,1.956625e+01,1.971910e+01,1.946840e+01,1.980972e+01,1.968254e+01,1.960813e+01,-5.493310e+00,1.951983e+01,1.952855e+01,1.952781e+01,1.981331e+01,1.827993e+01,1.690128e+01,1.385379e+01,1.312404e+01,1.255668e+01,1.183521e+01,8.081257e+00,7.338309e+00,7.037539e+00,7.104411e+00
6.820000e-11,1.931753e+01,2.282696e+01,2.195006e+01,2.000763e+01,1.948245e+01,1.975595e+01,1.948879e+01,1.978125e+01,1.966374e+01,1.950576e+01,-5.342740e+00,1.954257e+01,1.947391e+01,1.958959e+01,1.970239e+01,1.832649e+01,1.728786e+01,1.392463e+01,1.311368e+01,1.250943e+01,1.227051e+01,8.247692e+00,7.329414e+00,7.044988e+00,7.107778e+00
6.840000e-11,1.946058e+01,2.310838e+01,2.209596e+01,2.021306e+01,1.942381e+01,1.977910e+01,1.952076e+01,1.974458e+01,1.964634e+01,1.939743e+01,-5.275064e+00,1.955471e+01,1.943201e+01,1.964719e+01,1.957643e+01,1.843236e+01,1.768530e+01,1.400309e+01,1.311133e+01,1.250029e+01,1.266132e+01,8.435296e+00,7.322872e+00,7.058271e+00,7.108147e+00
6.860000e-11,1.963440e+01,2.337404e+01,2.225270e+01,2.040125e+01,1.939548e+01,1.978801e+01,1.956101e+01,1.970267e+01,1.962949e+01,1.929025e+01,-5.285188e+00,1.955579e+01,1.940557e+01,1.969532e+01,1.944734e+01,1.858764e+01,1.807822e+01,1.409146e+01,1.311680e+01,1.253131e+01,1.298568e+01,8.646889e+00,7.321644e+00,7.076088e+00,7.105937e+00
6.880000e-11,1.982885e+01,2.362665e+01,2.242966e+01,2.056896e+01,1.939970e+01,1.978350e+01,1.960570e+01,1.965872e+01,1.961242e+01,1.919252e+01,-5.363570e+00,1.954633e+01,1.939579e+01,1.972996e+01,1.932719e+01,1.877920e+01,1.844756e+01,1.419189e+01,1.312817e+01,1.260068e+01,1.322899e+01,8.885931e+00,7.328484e+00,7.097015e+00,7.101752e+00
6.900000e-11,2.003433e+01,2.386619e+01,2.263487e+01,2.071600e+01,1.943582e+01,1.976754e+01,1.965091e+01,1.961592e+01,1.959453e+01,1.911270e+01,-5.497262e+00,1.952769e+01,1.940225e+01,1.974863e+01,1.922705e+01,1.899195e+01,1.877398e+01,1.430621e+01,1.314248e+01,1.270306e+01,1.338510e+01,9.156576e+00,7.345827e+00,7.119659e+00,7.096314e+00
6.920000e-11,2.024274e+01,2.409063e+01,2.287459e+01,2.084462e+01,1.950061e+01,1.974302e+01,1.969293e+01,1.957718e+01,1.957558e+01,1.905830e+01,-5.670845e+00,1.950195e+01,1.942312e+01,1.975044e+01,1.915587e+01,1.921036e+01,1.904123e+01,1.443591e+01,1.315647e+01,1.283024e+01,1.345575e+01,9.463537e+00,7.375724e+00,7.142788e+00,7.090388e+00
6.940000e-11,2.044815e+01,2.429675e+01,2.315249e+01,2.095894e+01,1.958889e+01,1.971341e+01,1.972855e+01,1.954492e+01,1.955578e+01,1.903494e+01,-5.867480e+00,1.947168e+01,1.945540e+01,1.973615e+01,1.911966e+01,1.942001e+01,1.923858e+01,1.458216e+01,1.316730e+01,1.297209e+01,1.344928e+01,9.811498e+00,7.419836e+00,7.165443e+00,7.084715e+00
6.960000e-11,2.064700e+01,2.448114e+01,2.346839e+01,2.106444e+01,1.969424e+01,1.968243e+01,1.975531e+01,1.952092e+01,1.953582e+01,1.904563e+01,-6.070197e+00,1.943970e+01,1.949529e+01,1.970794e+01,1.912096e+01,1.960885e+01,1.936173e+01,1.474592e+01,1.317315e+01,1.311765e+01,1.337919e+01,1.020369e+01,7.479488e+00,7.187009e+00,7.079962e+00
6.980000e-11,2.083788e+01,2.464108e+01,2.381678e+01,2.116746e+01,1.980986e+01,1.965375e+01,1.977162e+01,1.950616e+01,1.951681e+01,1.909035e+01,-6.263342e+00,1.940886e+01,1.953862e+01,1.966922e+01,1.915876e+01,1.976788e+01,1.941255e+01,1.492820e+01,1.317356e+01,1.325632e+01,1.326278e+01,1.063939e+01,7.555751e+00,7.207252e+00,7.076672e+00
7.000000e-11,2.102126e+01,2.477508e+01,2.418596e+01,2.127491e+01,1.992934e+01,1.963062e+01,1.977682e+01,1.950088e+01,1.950021e+01,1.916610e+01,-6.433897e+00,1.938173e+01,1.958125e+01,1.962428e+01,1.922882e+01,1.989133e+01,1.939825e+01,1.513030e+01,1.316956e+01,1.337870e+01,1.311980e+01,1.111077e+01,7.649551e+00,7.226320e+00,7.075244e+00
7.020000e-11,2.119898e+01,2.488325e+01,2.455853e+01,2.139394e+01,2.004718e+01,1.961561e+01,1.977118e+01,1.950453e+01,1.948767e+01,1.926717e+01,-6.572397e+00,1.936099e+01,1.961950e+01,1.957783e+01,1.932428e+01,1.997640e+01,1.933023e+01,1.535408e+01,1.316357e+01,1.347735e+01,1.297080e+01,1.160065e+01,7.761755e+00,7.244719e+00,7.075922e+00
7.040000e-11,2.137386e+01,2.496725e+01,2.491369e+01,2.153177e+01,2.015928e+01,1.961047e+01,1.975583e+01,1.951598e+01,1.948082e+01,1.938591e+01,-6.673293e+00,1.934976e+01,1.965042e+01,1.953462e+01,1.943653e+01,2.002280e+01,1.922291e+01,1.560209e+01,1.315906e+01,1.354717e+01,1.283528e+01,1.208328e+01,7.893236e+00,7.263256e+00,7.078797e+00
7.060000e-11,2.154937e+01,2.502998e+01,2.523075e+01,2.169555e+01,2.026309e+01,1.961600e+01,1.973262e+01,1.953361e+01,1.948107e+01,1.951358e+01,-6.734786e+00,1.935161e+01,1.967205e+01,1.949894e+01,1.955622e+01,2.003227e+01,1.909257e+01,1.587753e+01,1.316005e+01,1.358549e+01,1.272990e+01,1.252880e+01,8.044927e+00,7.282973e+00,7.083830e+00
7.080000e-11,2.172938e+01,2.507518e+01,2.549247e+01,2.189229e+01,2.035762e+01,1.963211e+01,1.970398e+01,1.955553e+01,1.948942e+01,1.964128e+01,-6.758285e+00,1.937044e+01,1.968353e+01,1.947424e+01,1.967416e+01,2.000812e+01,1.895600e+01,1.618385e+01,1.317055e+01,1.359213e+01,1.266681e+01,1.290940e+01,8.217900e+00,7.305070e+00,7.090878e+00
7.100000e-11,2.191796e+01,2.510692e+01,2.568734e+01,2.212871e+01,2.044340e+01,1.965785e+01,1.967268e+01,1.957977e+01,1.950632e+01,1.976090e+01,-6.747678e+00,1.941030e+01,1.968517e+01,1.946285e+01,1.978211e+01,1.995501e+01,1.882919e+01,1.652370e+01,1.319404e+01,1.356920e+01,1.265275e+01,1.320438e+01,8.413496e+00,7.330828e+00,7.099735e+00
7.120000e-11,2.211920e+01,2.512924e+01,2.581047e+01,2.241087e+01,2.052225e+01,1.969170e+01,1.964163e+01,1.960445e+01,1.953157e+01,1.986567e+01,-6.708538e+00,1.947458e+01,1.967835e+01,1.946577e+01,1.987328e+01,1.987868e+01,1.872615e+01,1.689736e+01,1.323300e+01,1.352093e+01,1.268858e+01,1.340247e+01,8.633519e+00,7.361551e+00,7.110161e+00
7.140000e-11,2.233698e+01,2.514577e+01,2.586327e+01,2.274329e+01,2.059716e+01,1.973168e+01,1.961362e+01,1.962796e+01,1.956433e+01,1.995063e+01,-6.647380e+00,1.956538e+01,1.966537e+01,1.948266e+01,1.994266e+01,1.978577e+01,1.865794e+01,1.730058e+01,1.328861e+01,1.345335e+01,1.276972e+01,1.350174e+01,8.880448e+00,7.398526e+00,7.121928e+00
7.160000e-11,2.257460e+01,2.515961e+01,2.585268e+01,2.312707e+01,2.067203e+01,1.977572e+01,1.959111e+01,1.964900e+01,1.960314e+01,2.001275e+01,-6.570992e+00,1.968334e+01,1.964925e+01,1.951195e+01,1.998710e+01,1.968363e+01,1.863206e+01,1.772284e+01,1.336061e+01,1.337388e+01,1.288696e+01,1.350827e+01,9.157578e+00,7.443013e+00,7.134851e+00
7.180000e-11,2.283418e+01,2.517322e+01,2.579008e+01,2.355732e+01,2.075150e+01,1.982178e+01,1.957606e+01,1.966671e+01,1.964606e+01,2.005086e+01,-6.485877e+00,1.982781e+01,1.963348e+01,1.955106e+01,2.000522e+01,1.957989e+01,1.865205e+01,1.814712e+01,1.344736e+01,1.329073e+01,1.302792e+01,1.343457e+01,9.468922e+00,7.496262e+00,7.148817e+00
7.200000e-11,2.311580e+01,2.518844e+01,2.569019e+01,2.402054e+01,2.084069e+01,1.986815e+01,1.956975e+01,1.968065e+01,1.969080e+01,2.006551e+01,-6.397809e+00,1.999737e+01,1.962166e+01,1.959674e+01,1.999735e+01,1.948208e+01,1.871740e+01,1.855203e+01,1.354602e+01,1.321226e+01,1.317868e+01,1.329818e+01,9.818608e+00,7.559567e+00,7.163806e+00
7.220000e-11,2.341653e+01,2.520660e+01,2.556972e+01,2.449415e+01,2.094497e+01,1.991356e+01,1.957276e+01,1.969076e+01,1.973493e+01,2.005870e+01,-6.311534e+00,2.018991e+01,1.961723e+01,1.964535e+01,1.996537e+01,1.939708e+01,1.882376e+01,1.891560e+01,1.365283e+01,1.314624e+01,1.332544e+01,1.312034e+01,1.020945e+01,7.634328e+00,7.179908e+00
7.240000e-11,2.372953e+01,2.522864e+01,2.544587e+01,2.494932e+01,2.106970e+01,1.995728e+01,1.958495e+01,1.969735e+01,1.977604e+01,2.003362e+01,-6.230608e+00,2.040289e+01,1.962313e+01,1.969331e+01,1.991255e+01,1.933059e+01,1.896335e+01,1.921922e+01,1.376349e+01,1.309910e+01,1.345596e+01,1.292438e+01,1.064054e+01,7.722126e+00,7.197328e+00
7.260000e-11,2.404383e+01,2.525519e+01,2.533472e+01,2.535653e+01,2.122010e+01,1.999918e+01,1.960554e+01,1.970097e+01,1.981191e+01,1.999433e+01,-6.157380e+00,2.063380e+01,1.964159e+01,1.973730e+01,1.984337e+01,1.928672e+01,1.912581e+01,1.945026e+01,1.387351e+01,1.307540e+01,1.356056e+01,1.273383e+01,1.110423e+01,7.824767e+00,7.216393e+00
7.280000e-11,2.434508e+01,2.528662e+01,2.524975e+01,2.569120e+01,2.140116e+01,2.003970e+01,1.963319e+01,1.970235e+01,1.984066e+01,1.994543e+01,-6.093102e+00,2.088066e+01,1.967400e+01,1.977460e+01,1.976329e+01,1.926765e+01,1.929929e+01,1.960280e+01,1.397854e+01,1.307744e+01,1.363271e+01,1.257022e+01,1.158412e+01,7.944280e+00,7.237539e+00
7.300000e-11,2.461733e+01,2.532305e+01,2.520060e+01,2.593719e+01,2.161773e+01,2.007985e+01,1.966624e+01,1.970229e+01,1.986088e+01,1.989173e+01,-6.038128e+00,2.114242e+01,1.972081e+01,1.980322e+01,1.967842e+01,1.927359e+01,1.947171e+01,1.967706e+01,1.407468e+01,1.310513e+01,1.366915e+01,1.245109e+01,1.205578e+01,8.082885e+00,7.261307e+00
7.320000e-11,2.484544e+01,2.536432e+01,2.519246e+01,2.608773e+01,2.187460e+01,2.012111e+01,1.970281e+01,1.970155e+01,1.987166e+01,1.983793e+01,-5.992168e+00,2.141964e+01,1.978167e+01,1.982202e+01,1.959511e+01,1.930281e+01,1.963182e+01,1.967828e+01,1.415865e+01,1.315612e+01,1.366988e+01,1.238853e+01,1.249095e+01,8.242955e+00,7.288328e+00
7.340000e-11,2.501734e+01,2.540992e+01,2.522583e+01,2.614458e+01,2.217642e+01,2.016540e+01,1.974104e+01,1.970084e+01,1.987270e+01,1.978824e+01,-5.954564e+00,2.171491e+01,1.985559e+01,1.983078e+01,1.951945e+01,1.935193e+01,1.977010e+01,1.961549e+01,1.422791e+01,1.322618e+01,1.363783e+01,1.238832e+01,1.286336e+01,8.427016e+00,7.319310e+00
7.360000e-11,2.512557e+01,2.545895e+01,2.529685e+01,2.611663e+01,2.252701e+01,2.021495e+01,1.977922e+01,1.970068e+01,1.986428e+01,1.974609e+01,-5.924535e+00,2.203264e+01,1.994118e+01,1.983011e+01,1.945684e+01,1.941634e+01,1.987923e+01,1.950054e+01,1.428069e+01,1.330971e+01,1.357855e+01,1.244979e+01,1.315355e+01,8.637849e+00,7.355029e+00
7.380000e-11,2.516803e+01,2.551006e+01,2.539808e+01,2.601842e+01,2.292778e+01,2.027229e+01,1.981595e+01,1.970141e+01,1.984725e+01,1.971394e+01,-5.901384e+00,2.237820e+01,2.003699e+01,1.982147e+01,1.941151e+01,1.949062e+01,1.995421e+01,1.934727e+01,1.431598e+01,1.340038e+01,1.349965e+01,1.256624e+01,1.335115e+01,8.878655e+00,7.396338e+00
7.400000e-11,2.514793e+01,2.556152e+01,2.551954e+01,2.586900e+01,2.337495e+01,2.034018e+01,1.985023e+01,1.970318e+01,1.982296e+01,1.969310e+01,-5.884630e+00,2.275633e+01,2.014179e+01,1.980697e+01,1.938620e+01,1.956915e+01,1.999230e+01,1.917064e+01,1.433352e+01,1.349170e+01,1.341018e+01,1.272593e+01,1.345485e+01,9.153216e+00,7.444179e+00
7.420000e-11,2.507312e+01,2.561123e+01,2.565006e+01,2.569047e+01,2.385648e+01,2.042144e+01,1.988150e+01,1.970597e+01,1.979323e+01,1.968375e+01,-5.874069e+00,2.316869e+01,2.025479e+01,1.978927e+01,1.938199e+01,1.964646e+01,1.999290e+01,1.898569e+01,1.433370e+01,1.357760e+01,1.331982e+01,1.291367e+01,1.347120e+01,9.465844e+00,7.499621e+00
7.440000e-11,2.495511e+01,2.565689e+01,2.577849e+01,2.550620e+01,2.435061e+01,2.051895e+01,1.990969e+01,1.970958e+01,1.976015e+01,1.968499e+01,-5.869768e+00,2.361097e+01,2.037592e+01,1.977138e+01,1.939827e+01,1.971768e+01,1.995744e+01,1.880642e+01,1.431756e+01,1.365284e+01,1.323800e+01,1.311272e+01,1.341296e+01,9.820818e+00,7.563908e+00
